Current Disposal Year;Current Disposal Month;Current Disposal Month Name;Gender;Age Group;Ethnicity (4+1);Offence Group;Current Disposal;Offence Count
2020;2;February;Male;Youth;Black;Drug Supply;Other Disposals;1
2020;2;February;Male;Youth;Black;Drug Supply;Prosecution;15
2020;2;February;Male;Youth;Black;Drugs - Other;No Further Action;3
2020;2;February;Male;Youth;Black;Drugs - Other;Prosecution;5
2020;2;February;Male;Youth;Black;Murder;No Further Action;10
2020;2;February;Male;Youth;Black;Murder;Prosecution;5
2020;2;February;Male;Youth;Black;Other Offence;No Further Action;260
2020;2;February;Male;Youth;Black;Other Offence;Other Disposals;34
2020;2;February;Male;Youth;Black;Other Offence;Out of Court;5
2020;2;February;Male;Youth;Black;Other Offence;Prosecution;92
2020;2;February;Male;Youth;Black;Other Offence;To Court;33
2020;2;February;Male;Youth;Black;Robbery;No Further Action;168
2020;2;February;Male;Youth;Black;Robbery;Other Disposals;3
2020;2;February;Male;Youth;Black;Robbery;Prosecution;71
2020;2;February;Male;Youth;Black;Sexual Offences;No Further Action;18
2020;2;February;Male;Youth;Black;Sexual Offences;Prosecution;1
2020;2;February;Male;Youth;Black;Weapons;No Further Action;88
2020;2;February;Male;Youth;Black;Weapons;Other Disposals;1
2020;2;February;Male;Youth;Black;Weapons;Out of Court;2
2020;2;February;Male;Youth;Black;Weapons;Prosecution;63
2020;2;February;Male;Youth;Black;Weapons;To Court;1
2020;2;February;Male;Youth;Not Recorded;Assault;No Further Action;1
2020;2;February;Male;Youth;Not Recorded;Drug Possession;No Further Action;1
2020;2;February;Male;Youth;Not Recorded;Drug Possession;Prosecution;2
2020;2;February;Male;Youth;Not Recorded;Drug Supply;No Further Action;1
2020;2;February;Male;Youth;Not Recorded;Other Offence;No Further Action;6
2020;2;February;Male;Youth;Not Recorded;Other Offence;Other Disposals;1
2020;2;February;Male;Youth;Not Recorded;Other Offence;Prosecution;2
2020;2;February;Male;Youth;Not Recorded;Other Offence;To Court;1
2020;2;February;Male;Youth;Not Recorded;Robbery;No Further Action;1
2020;2;February;Male;Youth;Other ;Assault;No Further Action;4
2020;2;February;Male;Youth;Other ;Assault;Other Disposals;1
2020;2;February;Male;Youth;Other ;Assault;Prosecution;1
2020;2;February;Male;Youth;Other ;Drug Possession;No Further Action;4
2020;2;February;Male;Youth;Other ;Drug Possession;Prosecution;4
2020;2;February;Male;Youth;Other ;Drug Supply;No Further Action;3
2020;2;February;Male;Youth;Other ;Drug Supply;Prosecution;1
2020;2;February;Male;Youth;Other ;Other Offence;No Further Action;17
2020;2;February;Male;Youth;Other ;Other Offence;Prosecution;6
2020;2;February;Male;Youth;Other ;Other Offence;To Court;3
2020;2;February;Male;Youth;Other ;Robbery;No Further Action;8
2020;2;February;Male;Youth;Other ;Robbery;Other Disposals;1
2020;2;February;Male;Youth;Other ;Robbery;Prosecution;2
2020;2;February;Male;Youth;Other ;Sexual Offences;No Further Action;7
2020;2;February;Male;Youth;Other ;Weapons;No Further Action;8
2020;2;February;Male;Youth;Other ;Weapons;Prosecution;4
2020;2;February;Male;Youth;White;Assault;No Further Action;71
2020;2;February;Male;Youth;White;Assault;Other Disposals;1
2020;2;February;Male;Youth;White;Assault;Prosecution;24
2020;2;February;Male;Youth;White;Drug Possession;No Further Action;70
2020;2;February;Male;Youth;White;Drug Possession;Other Disposals;4
2020;2;February;Male;Youth;White;Drug Possession;Out of Court;1
2020;2;February;Male;Youth;White;Drug Possession;Prosecution;25
2020;2;February;Male;Youth;White;Drug Supply;No Further Action;22
2020;2;February;Male;Youth;White;Drug Supply;Prosecution;6
2020;2;February;Male;Youth;White;Drugs - Other;No Further Action;7
2020;2;February;Male;Youth;White;Drugs - Other;Prosecution;5
2020;2;February;Male;Youth;White;Murder;No Further Action;2
2020;2;February;Male;Youth;White;Other Offence;No Further Action;216
2020;2;February;Male;Youth;White;Other Offence;Other Disposals;14
2020;2;February;Male;Youth;White;Other Offence;Out of Court;1
2020;2;February;Male;Youth;White;Other Offence;Prosecution;63
2020;2;February;Male;Youth;White;Other Offence;To Court;11
2020;2;February;Male;Youth;White;Robbery;No Further Action;55
2020;2;February;Male;Youth;White;Robbery;Other Disposals;1
2020;2;February;Male;Youth;White;Robbery;Out of Court;1
2020;2;February;Male;Youth;White;Robbery;Prosecution;24
2020;2;February;Male;Youth;White;Sexual Offences;No Further Action;13
2020;2;February;Male;Youth;White;Weapons;No Further Action;40
2020;2;February;Male;Youth;White;Weapons;Out of Court;1
2020;2;February;Male;Youth;White;Weapons;Prosecution;31
2020;3;March;Female;Adult;Asian;Assault;No Further Action;70
2020;3;March;Female;Adult;Asian;Assault;Out of Court;9
2020;3;March;Female;Adult;Asian;Assault;Prosecution;12
2020;3;March;Female;Adult;Asian;Drug Possession;No Further Action;3
2020;3;March;Female;Adult;Asian;Drug Possession;Out of Court;1
2020;3;March;Female;Adult;Asian;Drug Possession;Prosecution;1
2020;3;March;Female;Adult;Asian;Drug Supply;No Further Action;4
2020;3;March;Female;Adult;Asian;Drug Supply;Out of Court;1
2020;3;March;Female;Adult;Asian;Drugs - Other;No Further Action;3
2020;3;March;Female;Adult;Asian;Drugs - Other;Prosecution;1
2020;3;March;Female;Adult;Asian;Drugs - Other;Released Under Investigation;1
2020;3;March;Female;Adult;Asian;Murder;No Further Action;1
2020;3;March;Female;Adult;Asian;Other Offence;No Further Action;48
2020;3;March;Female;Adult;Asian;Other Offence;Other Disposals;3
2020;3;March;Female;Adult;Asian;Other Offence;Out of Court;6
2020;3;March;Female;Adult;Asian;Other Offence;Prosecution;25
2020;3;March;Female;Adult;Asian;Other Offence;Released Under Investigation;1
2020;3;March;Female;Adult;Asian;Other Offence;To Court;6
2020;3;March;Female;Adult;Asian;Robbery;No Further Action;1
2020;3;March;Female;Adult;Asian;Sexual Offences;No Further Action;1
2020;3;March;Female;Adult;Asian;Weapons;No Further Action;2
2020;3;March;Female;Adult;Asian;Weapons;Prosecution;1
2020;3;March;Female;Adult;Black;Assault;No Further Action;165
2020;3;March;Female;Adult;Black;Assault;Out of Court;6
2020;3;March;Female;Adult;Black;Assault;Prosecution;49
2020;3;March;Female;Adult;Black;Drug Possession;No Further Action;15
2020;3;March;Female;Adult;Black;Drug Possession;Other Disposals;1
2020;3;March;Female;Adult;Black;Drug Possession;Out of Court;4
2020;3;March;Female;Adult;Black;Drug Possession;Prosecution;13
2020;3;March;Female;Adult;Black;Drug Supply;No Further Action;17
2020;3;March;Female;Adult;Black;Drug Supply;Prosecution;4
2020;3;March;Female;Adult;Black;Drug Supply;Released Under Investigation;1
2020;3;March;Female;Adult;Black;Drugs - Other;No Further Action;5
2020;3;March;Female;Adult;Black;Drugs - Other;Prosecution;2
2020;3;March;Female;Adult;Black;Murder;No Further Action;1
2020;3;March;Female;Adult;Black;Murder;Prosecution;1
2020;3;March;Female;Adult;Black;Other Offence;No Further Action;170
2020;3;March;Female;Adult;Black;Other Offence;Other Disposals;22
2020;3;March;Female;Adult;Black;Other Offence;Out of Court;19
2020;3;March;Female;Adult;Black;Other Offence;Prosecution;89
2020;3;March;Female;Adult;Black;Other Offence;To Court;46
2020;3;March;Female;Adult;Black;Robbery;No Further Action;4
2020;3;March;Female;Adult;Black;Robbery;Prosecution;3
2020;3;March;Female;Adult;Black;Sexual Offences;No Further Action;5
2020;3;March;Female;Adult;Black;Sexual Offences;Prosecution;2
2020;3;March;Female;Adult;Black;Weapons;No Further Action;8
2020;3;March;Female;Adult;Black;Weapons;Prosecution;4
2020;3;March;Female;Adult;Not Recorded;Assault;No Further Action;4
2020;3;March;Female;Adult;Not Recorded;Drug Possession;Prosecution;1
2020;3;March;Female;Adult;Not Recorded;Other Offence;No Further Action;6
2020;3;March;Female;Adult;Not Recorded;Other Offence;Other Disposals;2
2020;3;March;Female;Adult;Not Recorded;Other Offence;Prosecution;2
2020;3;March;Female;Adult;Not Recorded;Weapons;Prosecution;1
2020;3;March;Female;Adult;Other ;Assault;No Further Action;9
2020;3;March;Female;Adult;Other ;Assault;Other Disposals;1
2020;3;March;Female;Adult;Other ;Assault;Prosecution;3
2020;3;March;Female;Adult;Other ;Drug Possession;No Further Action;1
2020;3;March;Female;Adult;Other ;Drug Supply;Prosecution;1
2020;3;March;Female;Adult;Other ;Other Offence;No Further Action;16
2020;3;March;Female;Adult;Other ;Other Offence;Other Disposals;1
2020;3;March;Female;Adult;Other ;Other Offence;Prosecution;7
2020;3;March;Female;Adult;Other ;Other Offence;To Court;1
2020;3;March;Female;Adult;Other ;Sexual Offences;No Further Action;1
2020;3;March;Female;Adult;Other ;Weapons;No Further Action;1
2020;3;March;Female;Adult;White;Assault;No Further Action;244
2020;3;March;Female;Adult;White;Assault;Other Disposals;4
2020;3;March;Female;Adult;White;Assault;Out of Court;21
2020;3;March;Female;Adult;White;Assault;Prosecution;62
2020;3;March;Female;Adult;White;Assault;Released Under Investigation;2
2020;3;March;Female;Adult;White;Assault;To Court;1
2020;3;March;Female;Adult;White;Drug Possession;No Further Action;28
2020;3;March;Female;Adult;White;Drug Possession;Out of Court;12
2020;3;March;Female;Adult;White;Drug Possession;Prosecution;19
2020;3;March;Female;Adult;White;Drug Supply;No Further Action;30
2020;3;March;Female;Adult;White;Drug Supply;Prosecution;11
2020;3;March;Female;Adult;White;Drug Supply;Released Under Investigation;2
2020;3;March;Female;Adult;White;Drugs - Other;No Further Action;8
2020;3;March;Female;Adult;White;Drugs - Other;Prosecution;12
2020;3;March;Female;Adult;White;Drugs - Other;To Court;1
2020;3;March;Female;Adult;White;Murder;No Further Action;5
2020;3;March;Female;Adult;White;Murder;Released Under Investigation;1
2020;3;March;Female;Adult;White;Other Offence;No Further Action;404
2020;3;March;Female;Adult;White;Other Offence;Other Disposals;36
2020;3;March;Female;Adult;White;Other Offence;Out of Court;57
2020;3;March;Female;Adult;White;Other Offence;Prosecution;281
2020;3;March;Female;Adult;White;Other Offence;Released Under Investigation;2
2020;3;March;Female;Adult;White;Other Offence;To Court;65
2020;3;March;Female;Adult;White;Robbery;No Further Action;10
2020;3;March;Female;Adult;White;Robbery;Prosecution;5
2020;3;March;Female;Adult;White;Sexual Offences;No Further Action;4
2020;3;March;Female;Adult;White;Sexual Offences;Prosecution;2
2020;3;March;Female;Adult;White;Weapons;No Further Action;25
2020;3;March;Female;Adult;White;Weapons;Prosecution;14
2020;3;March;Female;Not Recorded;Black;Assault;No Further Action;1
2020;3;March;Female;Not Recorded;Black;Other Offence;No Further Action;1
2020;3;March;Female;Not Recorded;Black;Other Offence;Prosecution;1
2020;3;March;Female;Not Recorded;White;Assault;No Further Action;2
2020;3;March;Female;Not Recorded;White;Drug Possession;No Further Action;1
2020;3;March;Female;Youth;Asian;Assault;No Further Action;3
2020;3;March;Female;Youth;Asian;Drug Possession;No Further Action;1
2020;3;March;Female;Youth;Asian;Drug Possession;Prosecution;1
2020;3;March;Female;Youth;Asian;Drug Supply;No Further Action;1
2020;3;March;Female;Youth;Asian;Other Offence;No Further Action;6
2020;3;March;Female;Youth;Asian;Other Offence;Prosecution;1
2020;3;March;Female;Youth;Asian;Robbery;Prosecution;1
2020;3;March;Female;Youth;Asian;Weapons;No Further Action;1
2020;3;March;Female;Youth;Black;Assault;No Further Action;30
2020;3;March;Female;Youth;Black;Assault;Out of Court;2
2020;3;March;Female;Youth;Black;Assault;Prosecution;16
2020;3;March;Female;Youth;Black;Drug Possession;No Further Action;5
2020;3;March;Female;Youth;Black;Drug Possession;Prosecution;4
2020;3;March;Female;Youth;Black;Drug Supply;No Further Action;3
2020;3;March;Female;Youth;Black;Murder;No Further Action;2
2020;3;March;Female;Youth;Black;Other Offence;No Further Action;27
2020;3;March;Female;Youth;Black;Other Offence;Other Disposals;2
2020;3;March;Female;Youth;Black;Other Offence;Prosecution;12
2020;3;March;Female;Youth;Black;Other Offence;To Court;2
2020;3;March;Female;Youth;Black;Robbery;No Further Action;8
2020;3;March;Female;Youth;Black;Robbery;Prosecution;8
2020;3;March;Female;Youth;Black;Sexual Offences;No Further Action;1
2020;3;March;Female;Youth;Black;Weapons;No Further Action;4
2020;3;March;Female;Youth;Black;Weapons;Out of Court;1
2020;3;March;Female;Youth;Black;Weapons;Prosecution;2
2020;3;March;Female;Youth;Not Recorded;Assault;No Further Action;1
2020;3;March;Female;Youth;Not Recorded;Assault;Prosecution;1
2020;3;March;Female;Youth;Not Recorded;Other Offence;No Further Action;2
2020;3;March;Female;Youth;Not Recorded;Other Offence;Prosecution;1
2020;3;March;Female;Youth;Not Recorded;Robbery;No Further Action;1
2020;3;March;Female;Youth;Other ;Assault;No Further Action;3
2020;3;March;Female;Youth;White;Assault;No Further Action;35
2020;3;March;Female;Youth;White;Assault;Prosecution;9
2020;3;March;Female;Youth;White;Drug Possession;No Further Action;4
2020;3;March;Female;Youth;White;Drug Possession;Prosecution;1
2020;3;March;Female;Youth;White;Drug Supply;No Further Action;2
2020;3;March;Female;Youth;White;Drug Supply;Prosecution;1
2020;3;March;Female;Youth;White;Murder;No Further Action;1
2020;3;March;Female;Youth;White;Other Offence;No Further Action;44
2020;3;March;Female;Youth;White;Other Offence;Other Disposals;2
2020;3;March;Female;Youth;White;Other Offence;Out of Court;1
2020;3;March;Female;Youth;White;Other Offence;Prosecution;19
2020;3;March;Female;Youth;White;Other Offence;To Court;2
2020;3;March;Female;Youth;White;Robbery;No Further Action;3
2020;3;March;Female;Youth;White;Weapons;No Further Action;7
2020;3;March;Female;Youth;White;Weapons;Prosecution;2
2020;3;March;Male;Adult;Asian;Assault;No Further Action;434
2020;3;March;Male;Adult;Asian;Assault;Other Disposals;9
2020;3;March;Male;Adult;Asian;Assault;Out of Court;21
2020;3;March;Male;Adult;Asian;Assault;Prosecution;123
2020;3;March;Male;Adult;Asian;Drug Possession;No Further Action;96
2020;3;March;Male;Adult;Asian;Drug Possession;Other Disposals;1
2020;3;March;Male;Adult;Asian;Drug Possession;Out of Court;40
2020;3;March;Male;Adult;Asian;Drug Possession;Prosecution;120
2020;3;March;Male;Adult;Asian;Drug Possession;Released Under Investigation;3
2020;3;March;Male;Adult;Asian;Drug Possession;To Court;1
2020;3;March;Male;Adult;Asian;Drug Supply;No Further Action;112
2020;3;March;Male;Adult;Asian;Drug Supply;Other Disposals;1
2020;3;March;Male;Adult;Asian;Drug Supply;Out of Court;1
2020;3;March;Male;Adult;Asian;Drug Supply;Prosecution;24
2020;3;March;Male;Adult;Asian;Drug Supply;Released Under Investigation;6
2020;3;March;Male;Adult;Asian;Drugs - Other;No Further Action;50
2020;3;March;Male;Adult;Asian;Drugs - Other;Other Disposals;1
2020;3;March;Male;Adult;Asian;Drugs - Other;Out of Court;1
2020;3;March;Male;Adult;Asian;Drugs - Other;Prosecution;29
2020;3;March;Male;Adult;Asian;Drugs - Other;Released Under Investigation;2
2020;3;March;Male;Adult;Asian;Drugs - Other;To Court;2
2020;3;March;Male;Adult;Asian;Murder;No Further Action;9
2020;3;March;Male;Adult;Asian;Murder;Prosecution;2
2020;3;March;Male;Adult;Asian;Other Offence;No Further Action;629
2020;3;March;Male;Adult;Asian;Other Offence;Other Disposals;60
2020;3;March;Male;Adult;Asian;Other Offence;Out of Court;32
2020;3;March;Male;Adult;Asian;Other Offence;Prosecution;316
2020;3;March;Male;Adult;Asian;Other Offence;Released Under Investigation;6
2020;3;March;Male;Adult;Asian;Other Offence;To Court;67
2020;3;March;Male;Adult;Asian;Robbery;No Further Action;16
2020;3;March;Male;Adult;Asian;Robbery;Prosecution;7
2020;3;March;Male;Adult;Asian;Sexual Offences;No Further Action;97
2020;3;March;Male;Adult;Asian;Sexual Offences;Other Disposals;5
2020;3;March;Male;Adult;Asian;Sexual Offences;Prosecution;15
2020;3;March;Male;Adult;Asian;Sexual Offences;Released Under Investigation;1
2020;3;March;Male;Adult;Asian;Weapons;No Further Action;67
2020;3;March;Male;Adult;Asian;Weapons;Out of Court;2
2020;3;March;Male;Adult;Asian;Weapons;Prosecution;38
2020;3;March;Male;Adult;Asian;Weapons;Released Under Investigation;1
2020;3;March;Male;Adult;Black;Assault;No Further Action;724
2020;3;March;Male;Adult;Black;Assault;Other Disposals;6
2020;3;March;Male;Adult;Black;Assault;Out of Court;15
2020;3;March;Male;Adult;Black;Assault;Prosecution;238
2020;3;March;Male;Adult;Black;Assault;Released Under Investigation;2
2020;3;March;Male;Adult;Black;Assault;To Court;1
2020;3;March;Male;Adult;Black;Drug Possession;No Further Action;191
2020;3;March;Male;Adult;Black;Drug Possession;Other Disposals;3
2020;3;March;Male;Adult;Black;Drug Possession;Out of Court;72
2020;3;March;Male;Adult;Black;Drug Possession;Prosecution;332
2020;3;March;Male;Adult;Black;Drug Possession;To Court;1
2020;3;March;Male;Adult;Black;Drug Supply;No Further Action;317
2020;3;March;Male;Adult;Black;Drug Supply;Other Disposals;5
2020;3;March;Male;Adult;Black;Drug Supply;Prosecution;122
2020;3;March;Male;Adult;Black;Drug Supply;Released Under Investigation;7
2020;3;March;Male;Adult;Black;Drugs - Other;No Further Action;109
2020;3;March;Male;Adult;Black;Drugs - Other;Other Disposals;1
2020;3;March;Male;Adult;Black;Drugs - Other;Out of Court;1
2020;3;March;Male;Adult;Black;Drugs - Other;Prosecution;78
2020;3;March;Male;Adult;Black;Drugs - Other;Released Under Investigation;2
2020;3;March;Male;Adult;Black;Drugs - Other;To Court;1
2020;3;March;Male;Adult;Black;Murder;No Further Action;32
2020;3;March;Male;Adult;Black;Murder;Other Disposals;2
2020;3;March;Male;Adult;Black;Murder;Prosecution;15
2020;3;March;Male;Adult;Black;Other Offence;No Further Action;1.276
2020;3;March;Male;Adult;Black;Other Offence;Other Disposals;177
2020;3;March;Male;Adult;Black;Other Offence;Out of Court;76
2020;3;March;Male;Adult;Black;Other Offence;Police Bail;1
2020;3;March;Male;Adult;Black;Other Offence;Prosecution;658
2020;3;March;Male;Adult;Black;Other Offence;Released Under Investigation;4
2020;3;March;Male;Adult;Black;Other Offence;To Court;238
2020;3;March;Male;Adult;Black;Robbery;No Further Action;77
2020;3;March;Male;Adult;Black;Robbery;Other Disposals;3
2020;3;March;Male;Adult;Black;Robbery;Prosecution;30
2020;3;March;Male;Adult;Black;Sexual Offences;No Further Action;154
2020;3;March;Male;Adult;Black;Sexual Offences;Other Disposals;2
2020;3;March;Male;Adult;Black;Sexual Offences;Prosecution;28
2020;3;March;Male;Adult;Black;Sexual Offences;Released Under Investigation;1
2020;3;March;Male;Adult;Black;Weapons;No Further Action;277
2020;3;March;Male;Adult;Black;Weapons;Other Disposals;4
2020;3;March;Male;Adult;Black;Weapons;Out of Court;2
2020;3;March;Male;Adult;Black;Weapons;Prosecution;135
2020;3;March;Male;Adult;Black;Weapons;Released Under Investigation;4
2020;3;March;Male;Adult;Black;Weapons;To Court;1
2020;3;March;Male;Adult;Not Recorded;Assault;No Further Action;21
2020;3;March;Male;Adult;Not Recorded;Assault;Prosecution;5
2020;3;March;Male;Adult;Not Recorded;Drug Possession;No Further Action;2
2020;3;March;Male;Adult;Not Recorded;Drug Possession;Out of Court;1
2020;3;March;Male;Adult;Not Recorded;Drug Possession;Prosecution;5
2020;3;March;Male;Adult;Not Recorded;Drug Supply;No Further Action;3
2020;3;March;Male;Adult;Not Recorded;Drugs - Other;No Further Action;2
2020;3;March;Male;Adult;Not Recorded;Drugs - Other;Prosecution;1
2020;3;March;Male;Adult;Not Recorded;Other Offence;No Further Action;42
2020;3;March;Male;Adult;Not Recorded;Other Offence;Other Disposals;7
2020;3;March;Male;Adult;Not Recorded;Other Offence;Out of Court;6
2020;3;March;Male;Adult;Not Recorded;Other Offence;Prosecution;17
2020;3;March;Male;Adult;Not Recorded;Other Offence;Released Under Investigation;1
2020;3;March;Male;Adult;Not Recorded;Other Offence;To Court;8
2020;3;March;Male;Adult;Not Recorded;Robbery;No Further Action;2
2020;3;March;Male;Adult;Not Recorded;Sexual Offences;No Further Action;3
2020;3;March;Male;Adult;Not Recorded;Sexual Offences;Other Disposals;1
2020;3;March;Male;Adult;Not Recorded;Weapons;No Further Action;5
2020;3;March;Male;Adult;Not Recorded;Weapons;Prosecution;3
2020;3;March;Male;Adult;Other ;Assault;No Further Action;109
2020;3;March;Male;Adult;Other ;Assault;Other Disposals;2
2020;3;March;Male;Adult;Other ;Assault;Out of Court;3
2020;3;March;Male;Adult;Other ;Assault;Prosecution;26
2020;3;March;Male;Adult;Other ;Drug Possession;No Further Action;27
2020;3;March;Male;Adult;Other ;Drug Possession;Out of Court;7
2020;3;March;Male;Adult;Other ;Drug Possession;Prosecution;28
2020;3;March;Male;Adult;Other ;Drug Supply;No Further Action;27
2020;3;March;Male;Adult;Other ;Drug Supply;Other Disposals;1
2020;3;March;Male;Adult;Other ;Drug Supply;Out of Court;2
2020;3;March;Male;Adult;Other ;Drug Supply;Prosecution;10
2020;3;March;Male;Adult;Other ;Drugs - Other;No Further Action;11
2020;3;March;Male;Adult;Other ;Drugs - Other;Prosecution;6
2020;3;March;Male;Adult;Other ;Murder;No Further Action;4
2020;3;March;Male;Adult;Other ;Murder;Prosecution;1
2020;3;March;Male;Adult;Other ;Other Offence;No Further Action;182
2020;3;March;Male;Adult;Other ;Other Offence;Other Disposals;12
2020;3;March;Male;Adult;Other ;Other Offence;Out of Court;23
2020;3;March;Male;Adult;Other ;Other Offence;Prosecution;80
2020;3;March;Male;Adult;Other ;Other Offence;To Court;32
2020;3;March;Male;Adult;Other ;Robbery;No Further Action;4
2020;3;March;Male;Adult;Other ;Robbery;Prosecution;4
2020;3;March;Male;Adult;Other ;Sexual Offences;No Further Action;28
2020;3;March;Male;Adult;Other ;Sexual Offences;Prosecution;4
2020;3;March;Male;Adult;Other ;Sexual Offences;Released Under Investigation;1
2020;3;March;Male;Adult;Other ;Weapons;No Further Action;24
2020;3;March;Male;Adult;Other ;Weapons;Prosecution;9
2020;3;March;Male;Adult;White;Assault;No Further Action;1.247
2020;3;March;Male;Adult;White;Assault;Other Disposals;19
2020;3;March;Male;Adult;White;Assault;Out of Court;46
2020;3;March;Male;Adult;White;Assault;Prosecution;430
2020;3;March;Male;Adult;White;Assault;Released Under Investigation;4
2020;3;March;Male;Adult;White;Assault;To Court;1
2020;3;March;Male;Adult;White;Drug Possession;No Further Action;208
2020;3;March;Male;Adult;White;Drug Possession;Other Disposals;5
2020;3;March;Male;Adult;White;Drug Possession;Out of Court;110
2020;3;March;Male;Adult;White;Drug Possession;Prosecution;273
2020;3;March;Male;Adult;White;Drug Possession;Released Under Investigation;4
2020;3;March;Male;Adult;White;Drug Possession;To Court;1
2020;3;March;Male;Adult;White;Drug Supply;No Further Action;175
2020;3;March;Male;Adult;White;Drug Supply;Other Disposals;4
2020;3;March;Male;Adult;White;Drug Supply;Prosecution;57
2020;3;March;Male;Adult;White;Drug Supply;Released Under Investigation;7
2020;3;March;Male;Adult;White;Drugs - Other;No Further Action;108
2020;3;March;Male;Adult;White;Drugs - Other;Other Disposals;3
2020;3;March;Male;Adult;White;Drugs - Other;Out of Court;3
2020;3;March;Male;Adult;White;Drugs - Other;Prosecution;75
2020;3;March;Male;Adult;White;Drugs - Other;Released Under Investigation;4
2020;3;March;Male;Adult;White;Drugs - Other;To Court;1
2020;3;March;Male;Adult;White;Murder;No Further Action;8
2020;3;March;Male;Adult;White;Murder;Other Disposals;1
2020;3;March;Male;Adult;White;Murder;Prosecution;6
2020;3;March;Male;Adult;White;Murder;Released Under Investigation;1
2020;3;March;Male;Adult;White;Other Offence;No Further Action;2.216
2020;3;March;Male;Adult;White;Other Offence;Other Disposals;264
2020;3;March;Male;Adult;White;Other Offence;Out of Court;152
2020;3;March;Male;Adult;White;Other Offence;Police Bail;1
2020;3;March;Male;Adult;White;Other Offence;Prosecution;1.309
2020;3;March;Male;Adult;White;Other Offence;Released Under Investigation;11
2020;3;March;Male;Adult;White;Other Offence;To Court;364
2020;3;March;Male;Adult;White;Robbery;No Further Action;51
2020;3;March;Male;Adult;White;Robbery;Other Disposals;2
2020;3;March;Male;Adult;White;Robbery;Prosecution;29
2020;3;March;Male;Adult;White;Sexual Offences;No Further Action;238
2020;3;March;Male;Adult;White;Sexual Offences;Other Disposals;4
2020;3;March;Male;Adult;White;Sexual Offences;Out of Court;1
2020;3;March;Male;Adult;White;Sexual Offences;Prosecution;72
2020;3;March;Male;Adult;White;Sexual Offences;Released Under Investigation;6
2020;3;March;Male;Adult;White;Weapons;No Further Action;206
2020;3;March;Male;Adult;White;Weapons;Other Disposals;3
2020;3;March;Male;Adult;White;Weapons;Out of Court;7
2020;3;March;Male;Adult;White;Weapons;Prosecution;138
2020;3;March;Male;Adult;White;Weapons;Released Under Investigation;1
2020;3;March;Male;Not Recorded;Black;Assault;No Further Action;1
2020;3;March;Male;Not Recorded;Black;Assault;Prosecution;1
2020;3;March;Male;Not Recorded;Black;Other Offence;No Further Action;1
2020;3;March;Male;Not Recorded;Black;Other Offence;Prosecution;1
2020;3;March;Male;Not Recorded;Black;Other Offence;To Court;1
2020;3;March;Male;Not Recorded;Black;Weapons;Prosecution;1
2020;3;March;Male;Not Recorded;Other ;Other Offence;No Further Action;2
2020;3;March;Male;Not Recorded;White;Other Offence;No Further Action;2
2020;3;March;Male;Not Recorded;White;Other Offence;Prosecution;2
2020;3;March;Male;Youth;Asian;Assault;No Further Action;19
2020;3;March;Male;Youth;Asian;Assault;Prosecution;5
2020;3;March;Male;Youth;Asian;Drug Possession;No Further Action;15
2020;3;March;Male;Youth;Asian;Drug Possession;Prosecution;15
2020;3;March;Male;Youth;Asian;Drug Supply;No Further Action;12
2020;3;March;Male;Youth;Asian;Drug Supply;Prosecution;4
2020;3;March;Male;Youth;Asian;Drug Supply;Released Under Investigation;1
2020;3;March;Male;Youth;Asian;Drugs - Other;No Further Action;3
2020;3;March;Male;Youth;Asian;Other Offence;No Further Action;56
2020;3;March;Male;Youth;Asian;Other Offence;Other Disposals;4
2020;3;March;Male;Youth;Asian;Other Offence;Prosecution;23
2020;3;March;Male;Youth;Asian;Other Offence;To Court;4
2020;3;March;Male;Youth;Asian;Robbery;No Further Action;22
2020;3;March;Male;Youth;Asian;Robbery;Prosecution;7
2020;3;March;Male;Youth;Asian;Sexual Offences;No Further Action;7
2020;3;March;Male;Youth;Asian;Weapons;No Further Action;17
2020;3;March;Male;Youth;Asian;Weapons;Prosecution;16
2020;3;March;Male;Youth;Asian;Weapons;Released Under Investigation;1
2020;3;March;Male;Youth;Black;Assault;No Further Action;79
2020;3;March;Male;Youth;Black;Assault;Other Disposals;1
2020;3;March;Male;Youth;Black;Assault;Prosecution;28
2020;3;March;Male;Youth;Black;Drug Possession;No Further Action;76
2020;3;March;Male;Youth;Black;Drug Possession;Other Disposals;2
2020;3;March;Male;Youth;Black;Drug Possession;Out of Court;3
2020;3;March;Male;Youth;Black;Drug Possession;Prosecution;42
2020;3;March;Male;Youth;Black;Drug Supply;No Further Action;54
2020;3;March;Male;Youth;Black;Drug Supply;Prosecution;9
2020;3;March;Male;Youth;Black;Drugs - Other;No Further Action;6
2020;3;March;Male;Youth;Black;Drugs - Other;Out of Court;1
2020;3;March;Male;Youth;Black;Drugs - Other;Prosecution;3
2020;3;March;Male;Youth;Black;Murder;No Further Action;11
2020;3;March;Male;Youth;Black;Murder;Prosecution;3
2020;3;March;Male;Youth;Black;Other Offence;No Further Action;283
2020;3;March;Male;Youth;Black;Other Offence;Other Disposals;28
2020;3;March;Male;Youth;Black;Other Offence;Out of Court;2
2020;3;March;Male;Youth;Black;Other Offence;Prosecution;95
2020;3;March;Male;Youth;Black;Other Offence;To Court;29
2020;3;March;Male;Youth;Black;Robbery;No Further Action;146
2020;3;March;Male;Youth;Black;Robbery;Other Disposals;4
2020;3;March;Male;Youth;Black;Robbery;Prosecution;69
